timestamp_ms,type,seq,v1,v2,v3,v4,v5,v6
18460,IMU,552,-76,2112,-7704,-32,105,40
18477,IMU,553,4,2128,-7864,-15,111,48
18496,IMU,554,-20,2064,-7764,-13,118,31
18515,IMU,555,-144,2196,-7792,-32,126,40
18534,IMU,556,-56,2208,-7880,-17,116,52
18554,IMU,557,-100,2228,-7756,-34,125,35
18573,IMU,558,-116,2260,-7776,-29,115,45
18592,IMU,559,-68,2128,-7816,-38,131,31
18611,IMU,560,-44,2112,-7776,-16,131,36
18630,IMU,561,-48,2164,-7876,-21,128,32
18650,IMU,562,-120,2168,-7824,-31,122,31
18669,IMU,563,-56,2188,-7736,-35,120,38
18688,IMU,564,8,2156,-7820,-35,127,26
18707,IMU,565,84,2100,-7784,-24,126,44
18727,IMU,566,-60,2220,-7856,-29,126,44
18746,IMU,567,8,2256,-7832,-30,130,27
18765,IMU,568,-72,2136,-7848,-22,143,36
18784,IMU,569,120,2132,-7840,-10,138,52
18803,IMU,570,-72,2096,-7860,-13,114,20
18823,IMU,571,-60,2132,-7892,-18,131,35
18842,IMU,572,-76,2152,-7848,-37,126,23
18861,IMU,573,-60,2144,-7812,-18,118,33
18880,IMU,574,16,2144,-7800,-27,117,36
18902,IMU,575,-84,2156,-7964,0,131,24
18918,IMU,576,-112,2064,-7824,-11,133,38
18938,IMU,577,-84,2160,-7812,-16,124,13
18957,IMU,578,-64,2200,-7800,-19,124,34
18976,IMU,579,-140,2236,-7892,-9,126,41
18995,IMU,580,-72,2140,-7812,-24,107,40
19014,IMU,581,-16,2040,-7876,-36,133,23
19034,IMU,582,-36,2068,-7732,-29,102,40
19053,IMU,583,-64,2180,-7836,-3,127,40
19072,IMU,584,-16,2208,-7792,-36,125,19
19091,IMU,585,-4,2272,-7848,-31,127,36
19110,IMU,586,-40,2192,-7824,-27,153,28
19130,IMU,587,-132,2088,-7764,-18,132,48
19149,IMU,588,24,2184,-7752,-17,127,40
19168,IMU,589,-76,2056,-7820,-28,109,36
19187,IMU,590,-16,2344,-7712,-6,113,40
19207,IMU,591,-36,2036,-7900,-24,124,26
19226,IMU,592,-96,2180,-7744,-16,119,39
19245,IMU,593,-20,2216,-7752,-15,143,29
19264,IMU,594,-84,2184,-7856,-40,126,37
19285,IMU,595,28,2096,-7808,-10,133,26
19303,IMU,596,0,2232,-7764,-22,119,24
19322,IMU,597,-48,2180,-7860,-25,119,40
19343,IMU,598,-96,2220,-7868,-45,124,24
19360,IMU,599,-108,2208,-7928,-10,119,34
19379,IMU,600,-96,2192,-7736,-23,123,51
19399,IMU,601,-20,2136,-7800,-38,135,42
19418,IMU,602,4,2164,-7848,-12,118,23
19437,IMU,603,-140,2096,-7828,-16,127,33
19456,IMU,604,-52,2136,-7756,-32,142,45
19475,IMU,605,-88,2156,-7876,-16,125,37
19495,IMU,606,36,2220,-7784,-32,126,35
19514,IMU,607,-40,2212,-7868,-23,130,29
19533,IMU,608,-144,2260,-7856,-31,132,39
19556,IMU,609,-104,2208,-7784,-22,120,46
